,0,1,2,3,4,5,6,7,8,9
-124.87975030889369,0.07227141825376762,0.7680113423314467,0.17982254885079782,-1.0944303865269718,-0.09647219198727985,-1.695019208555092,1.9209345243466784,-0.43901031696487364,-1.3277336128636732,-0.790514872032845
-59.81096688882819,0.1683528989742487,0.9303203239721836,-1.5421106349117977,-0.4808927319791206,0.6334820669891023,0.5713761152043871,-0.30438631315948705,-1.8451757929704136,-0.7631526887478817,0.27134328843619765
32.49960556102837,1.24972185423989,0.32958247892798725,-0.16624767496869633,1.02082631303417,0.6036023932959215,-2.0368357170290836,1.3254249267547606,-0.8621946096623468,-0.016348251083703233,-1.2079891533624956
-194.6270916092738,-0.45101788866580644,-2.1782395878900025,0.44730548340136844,-2.5112620280339937,-0.9459839781098571,1.0026364260726814,-0.08875572460234112,-0.11990037834412853,-1.195202413830356,0.9697282414805335
-335.6959535220404,-0.36448622911942175,-0.31617806290128575,1.1991757784005341,0.6090455453124355,-1.2308761275192428,0.5013394653037759,-1.7443049818387206,-0.7238085878573507,-1.3792315068730292,-0.8829305599163441
-123.01270334826661,0.6035219457885018,0.9637054267539784,-0.06226887741199674,-1.0830628109124083,-0.1385828878996669,0.5851772778999625,-0.8565168362240737,-0.3722475962887658,-0.0911820462879461,-0.3286696958849866
251.5753348400067,-0.2796411148366675,0.4044067573673665,-0.33683773698745084,0.5640854333567998,1.1269349504757824,1.359401429247067,-0.822120761037709,0.1307144172238154,1.1410631636327178,1.0589009821920132
-105.21345085301603,-0.6821190131890853,-0.707691401972021,-1.552762795188891,0.6489472044021979,-0.3169138039254323,-0.40502778367543196,0.5538890850392958,-1.1808643387206774,0.6735026570594783,-0.4974444184280763
-182.04060662176659,0.10998111956749454,1.5121028490553725,-2.3006270659010437,1.27231658829633,-2.8636074865480783,-0.11270263104707916,0.03925123447631754,-0.10930891317042164,0.12869134485276879,-0.1908695988752513
17.62738169471187,-0.7105019336338066,1.164717464277627,0.6663364166064336,0.5068619465244492,-1.5192522662936052,-0.42930060853407875,-0.17999952427414526,1.2332227478041002,1.554423275920553,0.43359707816397264
